"type","key","value","id","date","clockIn","clockOut","duration","notes"
"entry","","","d298547a-67f8-48ef-9da5-5cbc3abf6882","Sep 12, 2023","2023-09-12T12:00:00.000Z","2023-09-12T20:50:00.000Z","08:50:00",""
"entry","","","26b6f794-d774-4812-99e3-4734fcb871f8","Sep 13, 2023","2023-09-13T12:00:00.000Z","2023-09-13T19:50:00.000Z","07:50:00",""
"entry","","","f9b0786b-4b9f-4d92-a927-6c58ea247668","Sep 14, 2023","2023-09-14T12:30:00.000Z","2023-09-14T20:25:00.000Z","07:55:00",""
"entry","","","bf68cfdb-2e90-4627-9ec4-85ca1598702f","Sep 15, 2023","2023-09-15T12:00:00.000Z","2023-09-15T20:00:00.000Z","08:00:00",""
"entry","","","e92b0723-58a1-46d7-aa18-27993ecd7152","Sep 16, 2023","2023-09-16T12:30:00.000Z","2023-09-16T20:35:00.000Z","08:05:00",""
"entry","","","316a64d1-b691-45d3-bd6a-f38bd190f3f2","Sep 18, 2023","2023-09-18T12:00:00.000Z","2023-09-18T19:50:00.000Z","07:50:00",""
"entry","","","f19ff678-6982-4e1e-878a-07337beb8808","Sep 19, 2023","2023-09-19T12:15:00.000Z","2023-09-19T20:30:00.000Z","08:15:00",""
"entry","","","1f61ba0e-6da2-4be5-bc6f-2dc6317d9050","Sep 20, 2023","2023-09-20T12:30:00.000Z","2023-09-20T20:20:00.000Z","07:50:00",""
"entry","","","a4813967-6722-4cb4-af25-6c98d1075c4f","Sep 21, 2023","2023-09-21T12:00:00.000Z","2023-09-21T19:45:00.000Z","07:45:00",""
"entry","","","0b54425c-f907-43a4-925b-5787a2347c68","Sep 22, 2023","2023-09-22T13:00:00.000Z","2023-09-22T23:10:00.000Z","10:10:00",""
"entry","","","d9924d56-309c-4f1b-bd96-576c2fa698bc","Sep 23, 2023","2023-09-23T11:00:00.000Z","2023-09-23T18:35:00.000Z","07:35:00",""
"entry","","","cde9547c-1c9d-49dc-a695-325f6c8adb16","Sep 25, 2023","2023-09-25T12:30:00.000Z","2023-09-25T22:30:00.000Z","10:00:00",""
"entry","","","87785550-f831-4677-ab34-c4359221260f","Sep 26, 2023","2023-09-26T12:00:00.000Z","2023-09-26T20:05:00.000Z","08:05:00",""
"entry","","","d1520958-b80c-4d37-a647-80d255db7809","Sep 27, 2023","2023-09-27T13:00:00.000Z","2023-09-27T21:50:00.000Z","08:50:00",""
"entry","","","932457ca-1039-4c55-9e57-cc92d409c6e0","Sep 28, 2023","2023-09-28T13:00:00.000Z","2023-09-28T21:05:00.000Z","08:05:00",""
"entry","","","99a99fe1-c5e6-4210-a68c-3aaafe34d5f1","Sep 29, 2023","2023-09-29T12:00:00.000Z","2023-09-29T20:25:00.000Z","08:25:00",""
"entry","","","5ae266f5-997e-48b2-a4e7-9d9276afff00","Sep 30, 2023","2023-09-30T11:30:00.000Z","2023-09-30T19:05:00.000Z","07:35:00",""
"entry","","","2dd91fdf-251d-4e47-9510-3287477f3d1f","Oct 2, 2023","2023-10-02T12:15:00.000Z","2023-10-02T20:30:00.000Z","08:15:00",""
"entry","","","95929439-9d11-476e-86f8-69040e928865","Oct 3, 2023","2023-10-03T13:30:00.000Z","2023-10-03T21:30:00.000Z","08:00:00","Split route"
"entry","","","314d50f4-34a3-4f5b-9965-157aeb3a6dfb","Oct 4, 2023","2023-10-04T12:00:00.000Z","2023-10-04T20:10:00.000Z","08:10:00",""
"entry","","","e8062b12-59d7-445e-8338-3238025b29a2","Oct 5, 2023","2023-10-05T12:00:00.000Z","2023-10-05T20:00:00.000Z","08:00:00",""
"entry","","","b2dc54b0-04a4-4c04-821f-c3142e04c493","Oct 6, 2023","2023-10-06T12:30:00.000Z","2023-10-06T20:20:00.000Z","07:50:00",""
"entry","","","211fb323-cca7-4e3f-b42d-f8d8588f5a13","Oct 7, 2023","2023-10-07T12:30:00.000Z","2023-10-07T21:30:00.000Z","09:00:00",""
"entry","","","d97e08e9-5bdc-463d-8774-07d871f2bd5d","Oct 10, 2023","2023-10-10T12:00:00.000Z","2023-10-10T20:40:00.000Z","08:40:00",""
"entry","","","438845ee-c3eb-4f55-8d7d-15e460317e4c","Oct 11, 2023","2023-10-11T12:00:00.000Z","2023-10-11T19:35:00.000Z","07:35:00",""
"entry","","","e117f706-b0e1-43ce-9a4c-c9677f27e098","Oct 12, 2023","2023-10-12T13:00:00.000Z","2023-10-12T21:05:00.000Z","08:05:00",""
"entry","","","7e11da19-81ac-45a2-888f-839e3aad6a39","Oct 13, 2023","2023-10-13T11:30:00.000Z","2023-10-13T20:25:00.000Z","08:55:00",""
"entry","","","2f99265a-ad1a-460d-a4f4-d60b650836b4","Oct 14, 2023","2023-10-14T13:15:00.000Z","2023-10-14T23:00:00.000Z","09:45:00",""
"entry","","","dc6c0a58-9d76-47dc-b142-a7f1019b5aa8","Oct 16, 2023","2023-10-16T12:00:00.000Z","2023-10-16T19:50:00.000Z","07:50:00",""
"entry","","","62f78357-09f8-42d1-929a-0b1fa5718951","Oct 17, 2023","2023-10-17T12:00:00.000Z","2023-10-17T20:50:00.000Z","08:50:00",""
"entry","","","f09b3319-3b32-4077-a8ce-4799c6e91ddf","Oct 18, 2023","2023-10-18T13:30:00.000Z","2023-10-18T22:25:00.000Z","08:55:00","Heavy parcels today"
"entry","","","d178a46a-a9c7-46ca-8763-23f2bedf07b2","Oct 19, 2023","2023-10-19T12:00:00.000Z","2023-10-19T20:05:00.000Z","08:05:00",""
"entry","","","57ef39e7-acd0-4b71-8419-038e09ab46bc","Oct 20, 2023","2023-10-20T12:00:00.000Z","2023-10-20T20:40:00.000Z","08:40:00",""
"entry","","","f2d4a916-5e90-4495-815b-fe91310ae86b","Oct 21, 2023","2023-10-21T11:30:00.000Z","2023-10-21T19:15:00.000Z","07:45:00",""
"entry","","","9e23eae4-3955-4bfe-87f9-d82a66a48cf7","Oct 23, 2023","2023-10-23T12:30:00.000Z","2023-10-23T21:40:00.000Z","09:10:00",""
"entry","","","35e56ad8-889b-43c7-ac85-cffe64e28b74","Oct 24, 2023","2023-10-24T11:00:00.000Z","2023-10-24T19:00:00.000Z","08:00:00",""
"entry","","","ff410305-b68d-40aa-a49e-666a3019dde4","Oct 25, 2023","2023-10-25T12:30:00.000Z","2023-10-25T20:20:00.000Z","07:50:00",""
"entry","","","1d0d17ec-efb2-44f4-b78c-37803f4defe2","Oct 26, 2023","2023-10-26T12:30:00.000Z","2023-10-26T20:10:00.000Z","07:40:00",""
"entry","","","7b012b6d-cf75-42be-a6d6-23d4bdc78b60","Oct 27, 2023","2023-10-27T12:00:00.000Z","2023-10-27T21:00:00.000Z","09:00:00",""
"entry","","","61ec9b5e-9ed6-43a0-9469-745ce2685174","Oct 28, 2023","2023-10-28T12:15:00.000Z","2023-10-28T20:00:00.000Z","07:45:00",""
"entry","","","d3bc4233-6349-4d0e-a327-acefd910d012","Oct 30, 2023","2023-10-30T12:00:00.000Z","2023-10-30T20:05:00.000Z","08:05:00",""
"entry","","","566c301e-13aa-4365-a247-c7432fca4942","Oct 31, 2023","2023-10-31T11:00:00.000Z","2023-10-31T19:50:00.000Z","08:50:00",""
"entry","","","3a957c5a-0af8-4047-bd28-c0bf58533b3c","Nov 1, 2023","2023-11-01T12:00:00.000Z","2023-11-01T21:10:00.000Z","09:10:00",""
"entry","","","314bb2f0-f740-452f-800b-1f7582d63fb0","Nov 2, 2023","2023-11-02T12:00:00.000Z","2023-11-02T20:10:00.000Z","08:10:00",""
"entry","","","ea066baa-3f41-457b-88bd-8308509a2325","Nov 3, 2023","2023-11-03T12:15:00.000Z","2023-11-03T21:05:00.000Z","08:50:00",""
"entry","","","3d3c3d4e-209e-4624-a756-e0c1de9d8a11","Nov 4, 2023","2023-11-04T11:30:00.000Z","2023-11-04T19:25:00.000Z","07:55:00",""
"entry","","","0adf83ce-1006-4efc-88d1-83ebabbd7cc7","Nov 6, 2023","2023-11-06T13:00:00.000Z","2023-11-06T20:35:00.000Z","07:35:00",""
"entry","","","97c11fbb-2512-4d87-a528-9fe2a97753b7","Nov 7, 2023","2023-11-07T12:30:00.000Z","2023-11-07T20:45:00.000Z","08:15:00",""
"entry","","","0238d172-9877-46d9-8167-f1ce014fe3b9","Nov 8, 2023","2023-11-08T12:30:00.000Z","2023-11-08T20:40:00.000Z","08:10:00",""
"entry","","","4dd2416e-9044-41d3-8e7e-8a146162555c","Nov 9, 2023","2023-11-09T12:30:00.000Z","2023-11-09T20:20:00.000Z","07:50:00",""
"entry","","","e8b88552-046f-4887-bb4d-e22e20214ee2","Nov 11, 2023","2023-11-11T12:30:00.000Z","2023-11-11T20:25:00.000Z","07:55:00",""
"entry","","","d2856d4f-bcd8-4ea2-978b-0c01f4156647","Nov 13, 2023","2023-11-13T13:00:00.000Z","2023-11-13T21:15:00.000Z","08:15:00",""
"entry","","","d1959541-2c3e-4468-936d-d67ef088c9d6","Nov 14, 2023","2023-11-14T12:30:00.000Z","2023-11-14T20:35:00.000Z","08:05:00",""
"entry","","","054a7fa9-b8b1-483a-8c64-fb078c42a2d1","Nov 15, 2023","2023-11-15T12:30:00.000Z","2023-11-15T20:25:00.000Z","07:55:00",""
"entry","","","b59a826f-cbf8-4f60-8a4c-84feb0a329a1","Nov 16, 2023","2023-11-16T12:00:00.000Z","2023-11-16T22:05:00.000Z","10:05:00",""
"entry","","","05ca2ee2-d62b-451a-91c0-37b91a05c42f","Nov 17, 2023","2023-11-17T12:15:00.000Z","2023-11-17T20:10:00.000Z","07:55:00",""
"entry","","","00a6fba5-c2e0-4030-853b-8befec00e067","Nov 18, 2023","2023-11-18T12:00:00.000Z","2023-11-18T19:30:00.000Z","07:30:00",""
"entry","","","d4bf644d-8fbb-413e-8a03-f0f80b74afee","Nov 20, 2023","2023-11-20T12:15:00.000Z","2023-11-20T20:20:00.000Z","08:05:00",""
"entry","","","23a7aee7-47de-4716-aeed-7df771b97b38","Nov 21, 2023","2023-11-21T12:00:00.000Z","2023-11-21T20:00:00.000Z","08:00:00",""
"entry","","","1bbce279-f059-4381-a85a-e16b63ccb776","Nov 22, 2023","2023-11-22T12:30:00.000Z","2023-11-22T21:30:00.000Z","09:00:00",""
"entry","","","6449f04c-59d0-4a1d-9c4b-48778e1b9b7b","Nov 24, 2023","2023-11-24T12:00:00.000Z","2023-11-24T22:10:00.000Z","10:10:00",""
"entry","","","521edb0c-4223-4a9a-a212-09056562fa61","Nov 25, 2023","2023-11-25T12:30:00.000Z","2023-11-25T20:30:00.000Z","08:00:00",""
"entry","","","3c530dca-48e1-4775-83cc-f22a51c31301","Nov 26, 2023","2023-11-26T12:00:00.000Z","2023-11-26T17:30:00.000Z","05:30:00","Amazon Sunday"
"entry","","","8ca55057-da8b-4a9d-ac54-ca579f6671ae","Nov 27, 2023","2023-11-27T12:30:00.000Z","2023-11-27T22:05:00.000Z","09:35:00",""
"entry","","","092da887-53f6-4555-b554-8cec14c6d04b","Nov 28, 2023","2023-11-28T11:30:00.000Z","2023-11-28T20:35:00.000Z","09:05:00",""
"entry","","","9e739d79-ec4b-4255-850e-88ded55deffd","Nov 29, 2023","2023-11-29T12:00:00.000Z","2023-11-29T21:30:00.000Z","09:30:00",""
"entry","","","1ad729cb-469a-4541-addd-70f495605736","Nov 30, 2023","2023-11-30T12:30:00.000Z","2023-11-30T21:45:00.000Z","09:15:00",""
"entry","","","2d64100a-192a-4ddd-a80f-2a603cca3ccb","Dec 1, 2023","2023-12-01T11:15:00.000Z","2023-12-01T20:55:00.000Z","09:40:00",""
"entry","","","e948a875-39e5-4342-9894-be61adbef6eb","Dec 2, 2023","2023-12-02T11:00:00.000Z","2023-12-02T20:35:00.000Z","09:35:00",""
"entry","","","b5bdd02d-ae22-496d-8fe4-7a6d07843975","Dec 3, 2023","2023-12-03T11:00:00.000Z","2023-12-03T20:00:00.000Z","09:00:00","Amazon Sunday"
"entry","","","8d232db7-866b-453a-bdbc-a0d82351e204","Dec 4, 2023","2023-12-04T12:30:00.000Z","2023-12-04T22:15:00.000Z","09:45:00",""
"entry","","","0ae04bcd-6df9-4eb6-b7e8-b4e30850845d","Dec 5, 2023","2023-12-05T12:00:00.000Z","2023-12-05T21:35:00.000Z","09:35:00",""
"entry","","","43ffb5ee-5aa1-4d0e-8fc4-bc878b7ab88a","Dec 6, 2023","2023-12-06T12:00:00.000Z","2023-12-06T20:45:00.000Z","08:45:00",""
"entry","","","9f76be3c-df87-4c86-b970-28c02e596729","Dec 7, 2023","2023-12-07T10:00:00.000Z","2023-12-07T18:10:00.000Z","08:10:00",""
"entry","","","48c812e0-bba9-44b0-ba4a-2bd0f7883824","Dec 8, 2023","2023-12-08T12:00:00.000Z","2023-12-08T20:10:00.000Z","08:10:00",""
"entry","","","bb505c2d-2d3a-4b51-97cf-f4c2d0ca0472","Dec 9, 2023","2023-12-09T12:15:00.000Z","2023-12-09T20:30:00.000Z","08:15:00",""
"entry","","","9298a923-9d72-416b-8c8e-7f947f6ae8fb","Dec 10, 2023","2023-12-10T12:30:00.000Z","2023-12-10T18:35:00.000Z","06:05:00","Amazon Sunday"
"entry","","","c241c8a1-c0e1-4b16-a6dd-2edb8169f97a","Dec 11, 2023","2023-12-11T11:30:00.000Z","2023-12-11T21:05:00.000Z","09:35:00","Holiday rush"
"entry","","","8ea7415a-5349-4e75-90ed-a0ac4bcb72d4","Dec 12, 2023","2023-12-12T11:00:00.000Z","2023-12-12T20:30:00.000Z","09:30:00",""
"entry","","","daaab7dd-1279-460c-8d54-9b9300f49684","Dec 13, 2023","2023-12-13T10:00:00.000Z","2023-12-13T19:10:00.000Z","09:10:00",""
"entry","","","25005943-3d94-4a45-a706-2ef546f5cb45","Dec 14, 2023","2023-12-14T12:00:00.000Z","2023-12-14T21:45:00.000Z","09:45:00",""
"entry","","","b2b654c2-d62a-477e-9114-04a600d93f89","Dec 15, 2023","2023-12-15T10:15:00.000Z","2023-12-15T19:15:00.000Z","09:00:00",""
"entry","","","6a6d296f-1334-47b7-8631-f8e3655d93f7","Dec 16, 2023","2023-12-16T11:00:00.000Z","2023-12-16T20:15:00.000Z","09:15:00",""
"entry","","","4738ca94-6133-4118-82c2-37581ea2c948","Dec 18, 2023","2023-12-18T10:30:00.000Z","2023-12-18T19:35:00.000Z","09:05:00",""
"entry","","","7d5b3ee0-8d08-40ff-a72c-cb48c71e1ce3","Dec 19, 2023","2023-12-19T12:15:00.000Z","2023-12-19T21:30:00.000Z","09:15:00",""
"entry","","","25af1ad1-0130-449e-8ad1-e48baec654b4","Dec 20, 2023","2023-12-20T12:00:00.000Z","2023-12-20T20:05:00.000Z","08:05:00",""
"entry","","","7497fb86-c328-4023-b592-949836ab073b","Dec 21, 2023","2023-12-21T12:15:00.000Z","2023-12-21T23:20:00.000Z","11:05:00",""
"entry","","","6d0cc88c-ff51-4e47-94f1-03c64884f897","Dec 22, 2023","2023-12-22T11:00:00.000Z","2023-12-22T20:35:00.000Z","09:35:00",""
"entry","","","df7cde50-fe8c-44ea-8198-f6b36f41ce53","Dec 23, 2023","2023-12-23T12:15:00.000Z","2023-12-23T22:30:00.000Z","10:15:00",""
"entry","","","4065fd03-c5e3-4dec-9072-1806e19b6a4c","Dec 24, 2023","2023-12-24T12:15:00.000Z","2023-12-24T19:15:00.000Z","07:00:00","Amazon Sunday"
"entry","","","8cabaa5a-70b8-4d64-b97d-81a6cca9f934","Dec 26, 2023","2023-12-26T12:00:00.000Z","2023-12-26T20:40:00.000Z","08:40:00",""
"entry","","","30bc9dd1-3657-40d4-b584-9a3efad89853","Dec 27, 2023","2023-12-27T12:30:00.000Z","2023-12-27T22:10:00.000Z","09:40:00",""
"entry","","","ae02581e-fad4-4b64-b2a0-aeb9e51d96f3","Dec 28, 2023","2023-12-28T12:00:00.000Z","2023-12-28T19:50:00.000Z","07:50:00",""
"entry","","","22e34167-f210-4128-a087-afef8ce4b75e","Dec 29, 2023","2023-12-29T11:30:00.000Z","2023-12-29T19:15:00.000Z","07:45:00",""
"entry","","","bc795a9f-aa73-448b-b48c-93837a9e512e","Dec 30, 2023","2023-12-30T13:00:00.000Z","2023-12-30T21:45:00.000Z","08:45:00",""
"entry","","","3d4e6dd2-1161-4ca8-96f6-1cb3467f92de","Jan 3, 2024","2024-01-03T12:00:00.000Z","2024-01-03T19:55:00.000Z","07:55:00",""
"entry","","","da7d1657-3b18-4579-944d-ca24c4351c8b","Jan 4, 2024","2024-01-04T13:00:00.000Z","2024-01-04T20:35:00.000Z","07:35:00",""
"entry","","","a17aca70-efcf-4677-8ed1-69330074f4b2","Jan 5, 2024","2024-01-05T12:00:00.000Z","2024-01-05T19:35:00.000Z","07:35:00",""
"entry","","","ed892b04-46a7-4e5f-8413-4cc1a783dca5","Jan 6, 2024","2024-01-06T12:30:00.000Z","2024-01-06T20:35:00.000Z","08:05:00",""
"entry","","","2f206556-9d9b-4eda-b947-c21b6d31ca29","Jan 8, 2024","2024-01-08T12:15:00.000Z","2024-01-08T19:50:00.000Z","07:35:00",""
"entry","","","0bd85954-1d84-4cf8-8727-ea2d52075c31","Jan 9, 2024","2024-01-09T12:00:00.000Z","2024-01-09T21:00:00.000Z","09:00:00",""
"entry","","","eff38bdb-5b94-47e4-a4d5-66332c6e0db2","Jan 10, 2024","2024-01-10T12:30:00.000Z","2024-01-10T20:40:00.000Z","08:10:00",""
"entry","","","fe1ae1d4-18e0-4eef-aeeb-5ac5b9c1676e","Jan 11, 2024","2024-01-11T13:30:00.000Z","2024-01-11T21:15:00.000Z","07:45:00",""
"entry","","","f525b88d-6180-4b5f-8dc0-2a9fea736f6b","Jan 12, 2024","2024-01-12T12:00:00.000Z","2024-01-12T20:15:00.000Z","08:15:00",""
"entry","","","a39d0ac5-9f0a-42b2-aa84-bffa66a50f62","Jan 13, 2024","2024-01-13T12:30:00.000Z","2024-01-13T20:40:00.000Z","08:10:00",""
"entry","","","2f217138-d993-4e1c-beb2-b0a1f075dcf2","Jan 15, 2024","2024-01-15T12:15:00.000Z","2024-01-15T21:05:00.000Z","08:50:00",""
"entry","","","5de23609-f5b2-40cb-827d-2bdc08736379","Jan 17, 2024","2024-01-17T12:15:00.000Z","2024-01-17T20:10:00.000Z","07:55:00",""
"entry","","","92ccb71f-3aeb-496d-9da4-3c26b6d221d6","Jan 18, 2024","2024-01-18T12:30:00.000Z","2024-01-18T20:45:00.000Z","08:15:00",""
"entry","","","cd22fa07-4c26-4a96-af3f-d8280544aa93","Jan 19, 2024","2024-01-19T11:00:00.000Z","2024-01-19T18:45:00.000Z","07:45:00",""
"entry","","","1603f0c4-0e69-46f1-ab61-89b670443939","Jan 20, 2024","2024-01-20T12:30:00.000Z","2024-01-20T22:10:00.000Z","09:40:00",""
"entry","","","d519c730-44be-4ba7-b914-50488d91caf2","Jan 22, 2024","2024-01-22T12:00:00.000Z","2024-01-22T19:35:00.000Z","07:35:00",""
"entry","","","37970f83-d55b-4544-9043-6f3229fd66f4","Jan 23, 2024","2024-01-23T12:00:00.000Z","2024-01-23T20:00:00.000Z","08:00:00",""
"entry","","","41509f74-b2f6-4d81-8652-04b9f57c7e1c","Jan 24, 2024","2024-01-24T12:00:00.000Z","2024-01-24T20:15:00.000Z","08:15:00",""
"entry","","","46159b07-166e-4947-80c4-00aa62dca712","Jan 25, 2024","2024-01-25T12:30:00.000Z","2024-01-25T20:30:00.000Z","08:00:00",""
"entry","","","bddf725e-b506-4322-8d7b-ecdee4bc6c31","Jan 26, 2024","2024-01-26T12:00:00.000Z","2024-01-26T20:05:00.000Z","08:05:00",""
"entry","","","cdc54bca-6407-4b62-869b-e28bbdc21083","Jan 27, 2024","2024-01-27T11:00:00.000Z","2024-01-27T18:50:00.000Z","07:50:00",""
"entry","","","f41c9b51-9351-41c0-a9e1-33b2788af6ed","Jan 29, 2024","2024-01-29T13:00:00.000Z","2024-01-29T21:55:00.000Z","08:55:00",""
"entry","","","36ded0db-728f-4fac-b5da-93ad0cb373da","Jan 30, 2024","2024-01-30T12:30:00.000Z","2024-01-30T20:10:00.000Z","07:40:00",""
"entry","","","52c28f13-6d07-4dae-b84d-5006890ad657","Jan 31, 2024","2024-01-31T12:00:00.000Z","2024-01-31T19:45:00.000Z","07:45:00",""
"entry","","","7366e66e-9913-4dd0-8436-e57c837f4493","Feb 1, 2024","2024-02-01T13:00:00.000Z","2024-02-01T21:55:00.000Z","08:55:00",""
"entry","","","c8960885-73be-432b-a30c-eb98c01eb8ae","Feb 2, 2024","2024-02-02T12:30:00.000Z","2024-02-02T20:40:00.000Z","08:10:00",""
"entry","","","266f1842-81a8-450d-91c1-1990917d8b66","Feb 3, 2024","2024-02-03T12:15:00.000Z","2024-02-03T21:25:00.000Z","09:10:00",""
"entry","","","e2562357-eed2-46cf-b814-40cae9e48452","Feb 4, 2024","2024-02-04T12:30:00.000Z","2024-02-04T17:30:00.000Z","05:00:00","Amazon Sunday"
"entry","","","bbc28c20-2139-4225-b3be-e23b23d5bcd1","Feb 5, 2024","2024-02-05T12:15:00.000Z","2024-02-05T20:05:00.000Z","07:50:00",""
"entry","","","7b465dd7-7df9-4b02-a882-cfdb68c65e7e","Feb 6, 2024","2024-02-06T12:00:00.000Z","2024-02-06T19:50:00.000Z","07:50:00",""
"entry","","","1b93510a-c854-4a15-b311-f99445d5c40f","Feb 7, 2024","2024-02-07T12:30:00.000Z","2024-02-07T20:45:00.000Z","08:15:00",""
"entry","","","f546c7d0-4ec0-427b-b38c-b132a4e898ea","Feb 8, 2024","2024-02-08T12:00:00.000Z","2024-02-08T20:25:00.000Z","08:25:00",""
"entry","","","02a43a8b-aecf-4f0b-a1e5-efcbfb765b5d","Feb 9, 2024","2024-02-09T11:00:00.000Z","2024-02-09T19:50:00.000Z","08:50:00",""
"entry","","","c960fbbd-0920-4f01-b131-5043f017006a","Feb 10, 2024","2024-02-10T13:00:00.000Z","2024-02-10T21:00:00.000Z","08:00:00",""
"entry","","","3ef075aa-d6a8-460a-a29a-d1a24417521f","Feb 12, 2024","2024-02-12T12:00:00.000Z","2024-02-12T19:55:00.000Z","07:55:00",""
"entry","","","31e8fd17-7bcc-4d4a-94d1-bffb577e8e98","Feb 13, 2024","2024-02-13T12:00:00.000Z","2024-02-13T20:00:00.000Z","08:00:00",""
"entry","","","8b35d6e7-9c2e-42ea-ac63-21d07617568c","Feb 14, 2024","2024-02-14T12:30:00.000Z","2024-02-14T21:15:00.000Z","08:45:00",""
"entry","","","de58c302-fd72-42ea-8d75-06afabad488c","Feb 15, 2024","2024-02-15T12:30:00.000Z","2024-02-15T20:30:00.000Z","08:00:00",""
"entry","","","d020923d-32ea-4770-95a8-6c6cf8002eb6","Feb 16, 2024","2024-02-16T12:30:00.000Z","2024-02-16T21:00:00.000Z","08:30:00",""
"entry","","","179a74c4-73b7-47c2-ad45-d510e5029433","Feb 17, 2024","2024-02-17T12:30:00.000Z","2024-02-17T20:00:00.000Z","07:30:00",""
"entry","","","184ae21f-a72a-4582-8700-2853e373fd27","Feb 19, 2024","2024-02-19T12:30:00.000Z","2024-02-19T22:10:00.000Z","09:40:00",""
"entry","","","06a065e3-3e29-4358-a8f1-b4e49a67dfa9","Feb 21, 2024","2024-02-21T12:00:00.000Z","2024-02-21T20:15:00.000Z","08:15:00",""
"entry","","","ffa8f528-8769-4d9b-b90e-4d0e9c382f9f","Feb 22, 2024","2024-02-22T13:15:00.000Z","2024-02-22T22:30:00.000Z","09:15:00",""
"entry","","","2bf88651-595b-4e2b-98c1-1e114646004e","Feb 23, 2024","2024-02-23T12:30:00.000Z","2024-02-23T20:55:00.000Z","08:25:00",""
"entry","","","804e9fef-1db1-43c7-897b-5d6d92bebeac","Feb 24, 2024","2024-02-24T12:00:00.000Z","2024-02-24T20:15:00.000Z","08:15:00",""
"entry","","","0d2ba9c6-d9e2-4398-a509-8c843af68896","Feb 26, 2024","2024-02-26T12:00:00.000Z","2024-02-26T19:55:00.000Z","07:55:00",""
"entry","","","ce4151ce-e23d-4e5f-a644-2930f0f3c535","Feb 27, 2024","2024-02-27T12:30:00.000Z","2024-02-27T20:15:00.000Z","07:45:00",""
"entry","","","28859eb7-0541-415e-a555-f0912f0a9e8b","Feb 28, 2024","2024-02-28T13:00:00.000Z","2024-02-28T20:45:00.000Z","07:45:00",""
"entry","","","3feeaf69-fab3-4e2d-ba5a-9d9b3c387a4c","Feb 29, 2024","2024-02-29T12:00:00.000Z","2024-02-29T20:25:00.000Z","08:25:00",""
"entry","","","3a6a7bfa-b975-4a69-b13a-e9c6d8bb3b94","Mar 1, 2024","2024-03-01T12:00:00.000Z","2024-03-01T20:00:00.000Z","08:00:00",""
"entry","","","7f324600-608c-412d-942a-395f172c251a","Mar 2, 2024","2024-03-02T12:30:00.000Z","2024-03-02T20:10:00.000Z","07:40:00",""
"entry","","","c28a19b9-e49a-459a-aed9-2c60869cba8b","Mar 4, 2024","2024-03-04T12:00:00.000Z","2024-03-04T19:55:00.000Z","07:55:00",""
"entry","","","90520fcf-bfac-4c06-9d17-2b4c47d1c817","Mar 5, 2024","2024-03-05T13:15:00.000Z","2024-03-05T20:55:00.000Z","07:40:00",""
"entry","","","dc70045a-fc5b-4035-8e4c-c15ff75c2632","Mar 6, 2024","2024-03-06T12:00:00.000Z","2024-03-06T19:40:00.000Z","07:40:00",""
"entry","","","cab2186f-b6c1-40d8-b889-ad366f4cb290","Mar 7, 2024","2024-03-07T11:00:00.000Z","2024-03-07T19:10:00.000Z","08:10:00",""
"entry","","","a42abbc6-e494-414b-b1cb-86d81b27c1fa","Mar 8, 2024","2024-03-08T13:15:00.000Z","2024-03-08T21:20:00.000Z","08:05:00",""
"entry","","","6980064d-afbf-476a-9b68-deffa6de2adb","Mar 9, 2024","2024-03-09T11:00:00.000Z","2024-03-09T18:35:00.000Z","07:35:00",""
"entry","","","64d495bb-0892-4e81-a2ed-8b70c5763be3","Mar 11, 2024","2024-03-11T12:15:00.000Z","2024-03-11T21:20:00.000Z","09:05:00",""
"entry","","","e812a720-f3e7-4743-958e-fb5131862c84","Mar 12, 2024","2024-03-12T12:00:00.000Z","2024-03-12T19:50:00.000Z","07:50:00",""
"entry","","","1520b574-9b06-4410-9be3-6345ad04e1c0","Mar 13, 2024","2024-03-13T12:00:00.000Z","2024-03-13T20:05:00.000Z","08:05:00",""
"entry","","","63225f14-b7ce-4184-8243-71d1d9e66cd3","Mar 14, 2024","2024-03-14T13:15:00.000Z","2024-03-14T20:50:00.000Z","07:35:00",""
"entry","","","29d7d6a2-ed2f-41ba-8c8b-0b97deba661f","Mar 15, 2024","2024-03-15T12:00:00.000Z","2024-03-15T21:00:00.000Z","09:00:00",""
"entry","","","285530f3-47e4-4346-a5bd-bc1bbae578b4","Mar 16, 2024","2024-03-16T12:00:00.000Z","2024-03-16T20:05:00.000Z","08:05:00","Heavy parcels today"
"entry","","","b8f6af18-dd81-4b2b-aec7-d8abfb20f7d8","Mar 18, 2024","2024-03-18T12:15:00.000Z","2024-03-18T20:05:00.000Z","07:50:00",""
"entry","","","0954bb65-cc6c-4248-9742-0660c61b3d97","Mar 19, 2024","2024-03-19T12:00:00.000Z","2024-03-19T20:00:00.000Z","08:00:00",""
"entry","","","1e9552f9-363b-468c-8e61-c4e3a5039d1d","Mar 20, 2024","2024-03-20T12:00:00.000Z","2024-03-20T19:50:00.000Z","07:50:00",""
"entry","","","9e1f6138-d5b2-4324-99d0-a635e23dcbf2","Mar 21, 2024","2024-03-21T12:15:00.000Z","2024-03-21T21:05:00.000Z","08:50:00",""
"entry","","","e6ea6597-5c76-4104-968f-0e3edd8ee564","Mar 22, 2024","2024-03-22T12:30:00.000Z","2024-03-22T20:50:00.000Z","08:20:00",""
